,Id,L1_S24_F1510,L1_S24_F1525,L1_S24_F1559,L1_S24_F1582,L1_S24_F1827,L3_S32_F3851,L3_S32_F3854,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3511,L3_S30_D3516,L3_S33_D3856,StartTime,test_1,test_2,test_3,test_4,L0_S0_F0,L0_S0_F16,L0_S0_F20,L1_S24_F1604,L1_S24_F1632,L1_S24_F1695,L1_S24_F1723,L1_S24_F1846,L3_S29_F3407,L3_S30_F3749,L3_S30_F3759,L3_S32_F3850,L3_S33_F3855,L3_S33_F3865,L3_S38_F3952,Response,mindate,mindate_id_diff,mindate_id_diff_reverse
1685,3424,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0149253731343,0.101,-0.112,0.326,,,,,,0.057,-0.149,-0.143,,-0.074,0.002,,0,634.22,-2342115.0,-1963.0
1687,3428,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.128,0.148,-0.145,,,,,,0.063,0.133,-0.065,,-0.074,-0.144,,0,921.13,-2300234.0,-3806.0
1689,3430,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0204081632653,0.0,,,,,,,,,0.104,0.0,-0.031,,0.017,-0.055,,0,1463.59,1426.0,-8905.0
1691,3441,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00598006644518,0.00540177371674,0.00574851814646,0.0,0.03,-0.082,0.34,,,,,,0.104,-0.013,-0.029,,-0.119,0.108,,0,1511.55,-2356680.0,-6358.0
1693,3448,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00570678999824,0.0281690140845,0.0,-0.173,0.117,0.361,,,,,,0.057,0.172,-0.07,,0.062,0.051,,0,896.04,2939.0,-4964.0
1695,3453,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0448195576251,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,-0.008,-0.036,,,-0.171,0.057,-0.135,0.033,-0.018,-0.119,-0.055,,0,774.76,-2223430.0,-18729.0
1697,3457,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.0120481927711,0.015625,0.088,0.132,0.197,,,,,,0.063,0.002,0.145,,0.062,-0.063,,0,1105.92,2487.0,-3247.0
1699,3459,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.01,0.056,-0.298,,,,,,,,,,,,,0,1442.85,-2309975.0,-5038.0
1701,3462,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,-0.023,0.015,-0.136,,,,,,-0.702,-0.115,0.176,,0.062,0.181,,0,74.01,-2363050.0,-55645.0
1703,3466,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.0149253731343,0.0,0.01,-0.056,0.189,,,,,,0.037,0.202,-0.038,,0.108,-0.112,,0,270.83,3140.0,-6535.0
1705,3470,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.003,0.03,0.015,,,,,,0.063,0.263,-0.076,,0.108,0.083,,0,970.7,-2349673.0,-149813.0
1707,3472,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.03,0.097,-0.124,,,,,,0.104,0.096,-0.047,,0.108,-0.136,,0,1547.18,-2314075.0,-4513.0
1709,3476,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00609756097561,0.0,0.0,-0.01,-0.123,0.275,,,,,,0.104,0.054,0.089,,0.153,-0.014,,0,1511.44,1836.0,-2326.0
1711,3483,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.082,-0.068,-0.009,,0.017,-0.128,,0,1295.74,-2318329.0,-6488.0
1713,3485,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.0,,,,,,,,,0.063,0.109,-0.095,,-0.21,-0.071,,0,986.92,2367.0,-1500.0
1715,3488,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0666666666667,0.0666666666667,0.0666666666667,0.0666666666667,0.0666666666667,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.00640403168119,,,,,,,,,0.082,-0.061,-0.055,,-0.119,-0.136,,0,1314.13,-2308423.0,-71427.0
1717,3494,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.125,0.125,0.125,0.125,0.125,0.133333333333,0.0,0.00591507973527,0.00732285160457,0.00574851814646,0.00640403168119,-0.049,0.132,-0.121,,,,,,0.082,-0.152,-0.048,,-0.029,0.091,,0,536.7,-2363904.0,-69599.0
1719,3501,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,,,,,,0.082,-0.102,-0.036,,-0.074,-0.055,,0,1380.52,3215.0,-25307.0
1721,3506,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00609756097561,0.0,0.0,,,,-0.008,0.007,,,-0.112,0.063,0.03,0.07,,0.062,-0.095,,0,1042.79,3344.0,-4466.0
1723,3512,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.057,-0.158,-0.127,,-0.029,-0.282,,0,809.16,-1025387.0,-5016.0
1725,3517,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.0,0.0151515151515,-0.068,0.046,0.177,,,,,,0.063,0.142,-0.068,,-0.119,-0.014,,0,959.6,1544.0,-3257.0
1727,3519,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,,,,,,-0.057,-0.126,-0.09,0.063,0.226,-0.119,,-0.074,0.075,,0,1189.28,-2363435.0,-124123.0
1729,3522,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.029,-0.077,0.042,,,,,,0.063,0.192,0.153,,0.153,0.026,,0,1113.07,-1602260.0,-2655.0
1731,3527,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00570678999824,0.00574851814646,0.0752187411798,,,,,,,,,0.037,-0.185,-0.119,,0.017,-0.047,,1,251.12,-2320705.0,-1.0
1733,3532,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,0.199,-0.138,0.115,,,,,,0.096,0.02,-0.041,,0.062,-0.014,,0,1710.79,-2322579.0,-169730.0
1735,3538,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00540177371674,0.00574851814646,0.0,-0.173,0.097,-0.202,,,,,,0.037,-0.022,-0.083,,0.017,0.035,,0,314.41,-2199519.0,-2194.0
1737,3545,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.125,0.125,0.125,0.125,0.125,0.0769230769231,0.0769230769231,0.00633065828001,0.00574228697231,0.0,0.0,-0.003,0.0,0.229,,,,,,0.063,0.137,-0.129,,-0.119,-0.152,,0,938.98,3043.0,-3301.0
1739,3550,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.0,0.0,-0.088,0.122,0.205,,,,,,0.082,-0.053,0.286,,0.244,-0.095,,0,1361.64,3263.0,-5716.0
1741,3552,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,-0.007,0.051,0.206,0.063,,,,0.108,0.083,,0,1182.5,-2025105.0,-157098.0
1743,3558,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.0,0.0,0.00543507652371,0.00574228697231,0.0,0.0,,,,,,,,,-0.702,-0.168,0.071,,-0.029,0.035,,0,121.82,1403.0,-5280.0
1745,3560,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.396,-0.113,,0.017,-0.039,,0,1007.15,-2095909.0,-70852.0
1747,3564,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,-0.029,-0.168,0.239,0.03,0.153,-0.112,,0,179.68,-2360737.0,-12352.0
1749,3568,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.063,-0.04,0.018,,0.153,0.059,,0,1090.28,-2356536.0,-34713.0
1751,3572,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.195,-0.154,,0.062,-0.104,,0,987.0,-2359520.0,-2262.0
1753,3575,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.00802139037433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,0.023,0.015,-0.311,,,,,,0.057,0.103,0.205,0.079,-0.029,0.018,,0,897.24,-2300720.0,-1701.0
1755,3580,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.049,0.071,-0.246,,,,,,0.063,0.054,0.037,,0.108,0.091,,0,1125.8,-2346473.0,-6069.0
1757,3583,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.016,0.092,0.312,,,,,,,,,,,,,0,1224.91,-1835518.0,-2896.0
1759,3585,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0752187411798,,,,,,,,,0.037,0.259,-0.087,,-0.119,-0.055,,1,327.08,-62002.0,-1.0
1761,3589,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.015625,0.0,-0.023,0.158,0.127,,,,,,0.082,0.147,0.131,,-0.301,-0.014,,0,1378.89,3508.0,-8174.0
1763,3592,0.00932835820896,0.0119760479042,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00609756097561,0.00574851814646,0.0,,,,-0.008,0.009,,,-0.11,0.057,0.005,-0.024,,0.153,0.067,,0,674.49,-2326136.0,-1652.0
1765,3598,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.082,-0.114,0.089,,0.108,0.026,,0,1413.46,-2306157.0,-3199.0
1767,3603,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,-0.068,-0.153,-0.258,,,,,,0.057,0.303,-0.08,,-0.074,0.051,,0,622.66,-1894612.0,-2062.0
1769,3606,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0188679245283,0.0,-0.023,-0.174,-0.054,,,,,,-0.68,-0.19,-0.019,,0.062,0.091,,0,18.15,1823.0,-2942.0
1771,3610,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0,0.0,,,,-0.008,0.002,,,-0.119,0.057,-0.149,-0.054,,-0.029,0.067,,0,689.97,2099.0,-5050.0
1773,3613,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0135135135135,0.0752187411798,0.023,0.143,0.14,,,,,,0.082,-0.148,0.178,,0.017,0.01,,0,560.38,2219.0,-1.0
1775,3619,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,-0.01,-0.143,0.219,,,,,,0.063,0.26,-0.036,0.018,-0.21,0.051,,0,1154.06,-2290729.0,-6032.0
1777,3622,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,,,,,,0.063,0.323,-0.05,,0.153,-0.152,,0,997.72,3353.0,-7276.0
1779,3624,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0135473876919,0.0,-0.003,-0.031,0.286,,,,,,0.063,0.114,0.078,,0.153,0.197,0.002,0,976.39,1.0,-52819.0
1781,3627,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.101,-0.143,-0.121,,-0.029,-0.112,,0,683.76,-2345060.0,-23322.0
1783,3629,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,,,,,,0.063,-0.095,-0.14,,0.108,-0.014,,0,1021.72,1954.0,-21812.0
1785,3631,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.03,0.107,-0.325,,,,,,0.063,0.074,0.074,,0.199,0.018,,0,1143.68,-386526.0,-3425.0
1787,3634,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0322580645161,0.0,,,,,,-0.007,-0.045,0.046,0.057,-0.144,0.029,,-0.074,-0.12,,0,793.4,3003.0,-3584.0
1789,3636,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.0135473876919,0.0,-0.055,0.066,0.066,,,,,,0.082,-0.102,-0.055,,0.017,0.108,,0,559.11,1.0,-4917.0
1791,3640,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.0,0.0,-0.042,-0.082,-0.302,,,,,,0.104,0.238,0.085,,-0.074,0.108,,0,1497.35,1555.0,-4644.0
1793,3644,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,0.075,-0.067,-0.072,,,,,,0.063,0.053,0.031,,0.062,0.026,,0,1145.62,-2360421.0,-55375.0
1795,3649,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00609756097561,0.0135473876919,0.0,,,,,,-0.007,-0.018,0.09,0.057,-0.113,0.091,,0.017,0.059,,0,677.33,1.0,-27678.0
1797,3666,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00574228697231,0.0135473876919,0.0,,,,,,,,,0.082,0.114,-0.009,,0.017,0.189,,0,1328.01,1.0,-2641.0
1799,3669,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.134,-0.209,-0.109,,,,,,0.037,-0.039,-0.098,,-0.21,0.124,,0,258.3,-738621.0,-60695.0
1801,3671,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.167,-0.061,-0.24,,,,,,-0.029,-0.175,0.056,,0.017,-0.144,,0,203.17,-2244568.0,-7891.0
1803,3674,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,-0.036,0.127,0.21,,,,,,0.063,0.23,0.093,,0.062,0.091,,0,1119.88,-2354981.0,-61705.0
1805,3679,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,-0.007,0.012,0.14,0.063,-0.106,0.124,,0.062,0.075,,0,1059.53,-2253806.0,-130851.0
1807,3683,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.0,0.0,0.056,0.025,-0.088,,,,,,0.063,0.207,-0.133,,-0.119,0.116,,0,962.78,3070.0,-3126.0
1809,3689,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00543507652371,0.00570678999824,0.0,0.0,0.069,0.051,0.248,,,,,,,,,,,,,0,1390.66,2325.0,-51490.0
1811,3693,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.082,0.13,0.042,,-0.119,0.067,,0,1398.69,-2121272.0,-266374.0
1813,3695,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,-0.131,0.006,,0.062,-0.079,,0,1262.16,-2333275.0,-12507.0
1815,3698,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.154,0.117,-0.056,,,,,,0.051,0.126,-0.006,,0.153,0.067,,0,1699.09,-2217334.0,-3466.0
1817,3701,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.171,-0.012,,-0.029,-0.006,,0,928.6,-2342837.0,-2286.0
1819,3704,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,-0.01,-0.133,-0.072,,,,,,0.037,-0.162,-0.084,,0.017,-0.047,,0,254.3,-2095469.0,-72037.0
1821,3706,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.043,-0.194,0.335,,,,,,0.057,-0.099,-0.134,,-0.074,-0.063,,0,636.61,-2306070.0,-3088.0
1823,3708,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.0,0.115,0.056,-0.242,,,,,,0.082,0.183,0.003,,0.017,0.23,,0,1427.59,1498.0,-3957.0
1825,3715,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,,,,,,,,,-0.029,-0.143,-0.025,,-0.029,0.026,,0,181.22,-2358844.0,-2637.0
1827,3720,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,-0.01,-0.199,0.141,,,,,,0.037,-0.131,0.056,,-0.029,-0.03,,0,253.52,-2334038.0,-2339.0
1829,3722,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,,,,,,-0.007,0.045,0.196,0.057,-0.164,-0.144,,0.108,-0.12,,0,769.28,-2333460.0,-5441.0
1831,3728,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.0,0.0,-0.088,0.041,0.137,,,,,,0.104,-0.114,-0.021,,0.199,-0.055,,0,1593.08,2367.0,-1168.0
1833,3730,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,,,,,,,,,0.037,0.123,0.215,,-0.074,-0.006,,0,280.58,-2362794.0,-59686.0
1835,3736,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0135473876919,0.0752187411798,0.075,0.0,-0.096,,,,,,0.082,-0.148,-0.141,,-0.029,0.091,,0,539.05,1.0,-1.0
1837,3739,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0,0.0,0.056,0.0,0.029,,,,,,-0.702,-0.182,-0.045,,0.108,0.01,,0,141.27,3384.0,-1590.0
1839,3742,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0752187411798,,,,,,,,,0.063,-0.053,0.07,,-0.119,-0.055,,0,1023.98,2549.0,-1.0
